"url", "latitude", "longitude", "title"
"http://community.timebanks.org/timebanks/norman-timebank","35.220909","-97.517303","Norman Timebank"
"http://community.timebanks.org/timebanks/central-iowa-network","41.372194","-93.545473","Central Iowa Network"
"http://community.timebanks.org/timebanks/central-south-dakota-time-banking","44.372449","-100.355091","Central South Dakota Time Banking"
"http://community.timebanks.org/timebanks/timekeeperbank","37.943025","-122.329033","TimeKeeper Bank"
"http://community.timebanks.org/timebanks/startribe-hours","40.015874","-105.278982","StarTribe Hours"
"http://community.timebanks.org/timebanks/durham-timebank","35.985673","-78.897962","Durham Timebank"
"http://community.timebanks.org/timebanks/timebank-aotearoa-new-zealand","-43.559132","172.706291","TimeBank Aotearoa New Zealand"
"http://community.timebanks.org/timebanks/everyday-hero-exchange","27.778988","-82.661844","The Everyday Hero Exchange"
"http://community.timebanks.org/timebanks/flourish-wellness-professionals-co-op","30.352355","-97.961858","Flourish Wellness Professionals Co-Op"
"http://community.timebanks.org/timebanks/history-money-class-bc","42.340065","-71.166876","History of Money Class At BC"
"http://community.timebanks.org/timebanks/history-money-class-bc-0","42.340065","-71.166876","History of Money Class At BC"
"http://community.timebanks.org/timebanks/lancaster-county-timebank","40.055763","-76.296942","Lancaster County TimeBank"
"http://community.timebanks.org/timebanks/sebastopol-area-time-bank","38.401967","-122.825141","Sebastopol Area Time Bank"
"http://community.timebanks.org/timebanks/timebank-fredericton","45.944071","-66.645086","TimeBank Fredericton"
"http://community.timebanks.org/timebanks/innovative-services-employee-timebank","44.508005","-88.014855","Innovative Services Employee Timebank"
"http://community.timebanks.org/timebanks/new-river-valley-timebank","37.2341","-80.4141","New River Valley TimeBank"
"http://community.timebanks.org/timebanks/kentucky-light-community-klc","38.052576","-84.729946","Kentucky Light Community (KLC)"
"http://community.timebanks.org/timebanks/wcova-timebank","36.709042","-81.964583","WCOVA TimeBank"
"http://community.timebanks.org/timebanks/long-island-christian-timebank","40.814711","-73.501605","Long Island Christian Timebank"
"http://community.timebanks.org/timebanks/hope-xchange-timebank","33.698449","-117.719481","Hope Xchange Timebank"
"http://community.timebanks.org/timebanks/pridecenter-stl","38.626805","-90.241839","PrideCenter STL"
"http://community.timebanks.org/timebanks/neighborhood-village","37.84802","-122.274688","Neighborhood Village"
"http://community.timebanks.org/timebanks/kapiti-50-timebank","-40.81341","175.122108","Kapiti 50 +"
"http://community.timebanks.org/timebanks/sanctuary-intergenerational-senior-village","38.90915","-76.940638","The Sanctuary Intergenerational Senior Village"
"http://community.timebanks.org/timebanks/murihiku-time-exchange","-46.435643","168.367054","Murihiku Time Exchange"
"http://community.timebanks.org/timebanks/care-connecting-antigos-resources-effectively-timebank","45.141725","-89.139442","CARE Timebank"
"http://community.timebanks.org/timebanks/sac-valley-time-bank","38.621808","-121.486076","Sac Valley Time Bank"
"http://community.timebanks.org/timebanks/central-nz-permaculture-timebank","-40.81341","175.122108","Central NZ Permaculture Timebank"
"http://community.timebanks.org/timebanks/taney-county-time-bank","36.622573","-93.201613","Taney County Time Bank"
"http://community.timebanks.org/timebanks/timebank-manawatu","-40.323397","175.649039","TimeBank Manawatu"
"http://community.timebanks.org/timebanks/meadville-time-trade","41.633811","-80.143558","Meadville Time Trade"
"http://community.timebanks.org/timebanks/denton-time-exchange","33.204045","-97.12707","Denton Time Exchange"
"http://community.timebanks.org/timebanks/jefferson-community-time-bank","39.28899","-77.859718","Jefferson Community Time Bank"
"http://community.timebanks.org/timebanks/roanoke-valley-time-bank","37.264954","-79.977626","Roanoke Valley Time Bank"
"http://community.timebanks.org/timebanks/margination-mutual-support-network","42.756724","-73.680649","Margination Mutual Support Network"
"http://community.timebanks.org/timebanks/fairbanks-time-bank","64.856052","-147.804993","Fairbanks Time Bank"
"http://community.timebanks.org/timebanks/east-asheville-neighbors-network","35.573833","-82.506772","East Asheville Neighbors Network"
"http://community.timebanks.org/timebanks/appalachian-time-exchange","34.875091","-83.953221","Appalachian Time Exchange"
"http://community.timebanks.org/timebanks/york-time-bank","39.884468","-76.796515","York Time Bank"
"http://community.timebanks.org/timebanks/linkages-lifelong-independence","48.107994","-123.420611","LinkAges for Lifelong Independence"
"http://community.timebanks.org/timebanks/asheville-timebank","35.593828","-82.550041","Asheville TimeBank"
"http://community.timebanks.org/timebanks/globetable","37.756487","-122.443006","Globetable"
"http://community.timebanks.org/timebanks/wanaka-time-bank","-44.696938","169.134962","Wanaka Time Bank"
